system,n_scenarios,file_precision,file_recall,file_f1,requirement_precision,requirement_recall,requirement_f1,requirement_caught_any_rate,requirement_missed_all_rate,policy_precision,policy_recall,policy_f1,policy_caught_any_rate,policy_missed_all_rate,latency_ms_mean
real_vanilla_llm,24,0.7666666666666667,0.22330097087378642,0.3458646616541354,0.7647058823529411,0.21311475409836064,0.3333333333333333,0.55,0.45,0.6666666666666666,0.22857142857142856,0.3404255319148936,0.3684210526315789,0.631578947368421,35124.4072458309
mcp_uce_existing_graph_run,24,1.0,0.6538461538461539,0.7906976744186047,1.0,0.32142857142857145,0.4864864864864865,0.7727272727272727,0.22727272727272727,1.0,0.4318181818181818,0.6031746031746031,0.7142857142857143,0.2857142857142857,14.900245834724046
